CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_UNKNOWN,INJURIES_NO_INDICATION,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
663af6e534eeda65f4e89b700c5df95294338abb3a8ae5a4a1132544737d034d970c3008cb8b3c63bd21a2075235726ff549de038a5551e90038f821d1da58de,,05/28/2020 03:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",05/29/2020 10:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,318,S,THROOP ST,1231,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,0,1,15,5,5,41.8771777439,-87.6595810142,POINT (-87.65958101419 41.877177743927)
a4e035404417a756dad400726f2988271d0a6448e489b7a260f50436e6a6c6d39663e5f5e75989fcf852d77c570c834da7ebd9913a5cd6b70098c13efd6bc141,,05/23/2020 05:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",05/23/2020 05:42:00 PM,NOT APPLICABLE,NOT APPLICABLE,2113,N,CICERO AVE,2522,,,,,,,5,NO INDICATION OF INJURY,0,0,0,0,0,0,1,17,7,5,41.9191568733,-87.7460315468,POINT (-87.74603154683 41.919156873255)
897dad218aea6819c9d7f5816b47a42a92afceb8e88acbd0d2ea124049eb70044b6dc2d3a0bd0b824b0ee6c33fa76f45987825154f8dcc90e816e1829c0ac168,,05/23/2020 01:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,HEAD ON,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",05/23/2020 02:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7900,S,COLFAX AVE,422,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,1,7,5,41.751702707,-87.5615312176,POINT (-87.561531217551 41.751702706966)
adecef08529f8b700d5633f178da99676886a216e18cec7470955c02ed7c18f9642830d25a921d12eaf369af59e275e63c9890107ccfeb7f728f66c625b0ac4f,,05/22/2020 07:05:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",05/22/2020 08:16:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6312,N,NAGLE AVE,1611,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,19,6,5,41.9959852861,-87.7876371171,POINT (-87.787637117071 41.995985286062)
c88cf53e714bc4e7869f4d6e10b9e595dbecc59d72d316aa42c0d717e529be4051aa0a4843276f0c6b4c26ac501907e2a1f037b700d1e4319311173c19bf48a2,,05/21/2020 11:10:00 PM,20,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",05/21/2020 11:10:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,UNABLE TO DETERMINE,2913,E,88TH ST,423,,,,,,,1,NONINCAPACITATING INJURY,4,0,0,4,0,0,0,23,5,5,41.7354206129,-87.5535507099,POINT (-87.553550709925 41.735420612868)
e0d2b70040650b7fb2eb4611d7b2f883035ff70426742c62ff19de34f0d962ed35d5ac252350316822c132dba417532bff7137fd20dacd351aa924bf5e42d3e1,,05/20/2020 11:34:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,N,"OVER $1,500",05/20/2020 11:34:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,7606,S,MORGAN ST,612,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,0,2,11,4,5,41.7557678482,-87.6491729137,POINT (-87.649172913708 41.755767848248)
d0b7006373c36a6c37ad22c62b3fd41314eee1868b981abaef9a676369a3f463f271e81ac4ba892ee2edc3f3b1a6bb2c69ad63532839696e8f7ebb32b54d2fbd,,05/18/2020 10:50:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,05/18/2020 10:51:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,6755,W,GRAND AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,10,2,5,41.9234943497,-87.7946266588,POINT (-87.794626658783 41.923494349718)
03d307a28adbffced7daf4dbcea1ea4befaaa024eee8953390a39f23a3275b3ff363e531539f3b700be12bc50f20e17a86bf19ef9154cee865e80e752ede0eaa,,05/15/2020 03:00:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",05/15/2020 03:02:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5316,S,JUSTINE ST,934,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,15,6,5,41.7971452062,-87.6636007139,POINT (-87.6636007139 41.797145206153)
b0875654bcf840f6015a1ab7006a6791e410c5580262cf432cd0508d8153a5f14e7f3257e4733920869dd6e8766a835be4af13a0b4bce7c8e6c98bd18e1e8d4b,,05/13/2020 04:30:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",05/13/2020 05:35:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,2100,N,LARAMIE AVE,2515,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,5,16,4,5,41.9187398509,-87.7561407368,POINT (-87.756140736804 41.918739850872)
aea65b39e74007d614f56077306574f323d41689166317fca86f971dc25994b7004ab6081d0a83a85241d1a3035cf9616d0e2db8bf1965c4846a0d5d3a96dc66,Y,05/11/2020 10:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",05/11/2020 11:15:00 PM,NOT APPLICABLE,NOT APPLICABLE,7426,S,ELLIS AVE,323,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,22,2,5,41.7597782763,-87.6006953918,POINT (-87.600695391796 41.759778276273)
ad04e5e314539f882d3fbe9bd88aa3d58a2311b70091e3add6a615e1ea7e712ea19f301829d28b3e28e19c43bbaee1ff35ad4ffee212cd6f409f947cf3162b8e,,05/07/2020 03:20:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",05/07/2020 03:35:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,2500,W,CHARLESTON ST,1431,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,15,5,5,41.9200860429,-87.6893504516,POINT (-87.689350451646 41.920086042938)
97cb6c586059732c7c199e5459281eabf80d454cf533cef933c0fbbfcadbfd52b93168cab700e668d4856c2553b3b6572702749e2e031c8924e71fdce948d98d,,05/03/2020 08:07:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/03/2020 08:11:00 PM,EQUIPMENT - VEHICLE CONDITION,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4113,W,69TH ST,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,20,1,5,41.7675862773,-87.7254507707,POINT (-87.725450770654 41.767586277279)
34f7de929b12808e27355c1a01d483dca6436c0895365a4b43cbc1b74a7fb70018f643cc0696a896ab348e2e09c0771beddeb645abddc8df6e7e777b14df589d,,04/25/2020 01:25:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/25/2020 01:33:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2303,N,CLYBOURN AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,1,7,4,41.9238382683,-87.6672867499,POINT (-87.667286749853 41.923838268283)
cbf4dd693176676e6ee861ddfd12607a2322861b755478db51e7df31c31df3b700be379462c2e1ddf0f6eb0d3272a6208341e74fb25fba5f4e56c0e8c6041b3b,,04/24/2020 11:15:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/24/2020 11:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,701,N,CENTRAL AVE,1524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,4,23,6,4,41.8930250014,-87.7651758916,POINT (-87.765175891591 41.893025001387)
7f88b47c7b803936270146fee04ffdb3ee461b4b659c5e87ea3767ed1d30bee68892d4dd025c80b43dae8a9d140b700d4a78de034ebc9ae09487c3c04f3261bd,,04/19/2020 03:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,Y,"OVER $1,500",04/19/2020 03:53:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1510,S,KOLIN AVE,1012,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,0,3,15,1,4,41.8601951859,-87.7337026721,POINT (-87.733702672139 41.860195185897)
3e87ea70eedd593a3d2bcbed47c69d2f31b35dfa29d533b3f80033e2329d1b802e2afb9cf5c6b70065183a75f2f8bde51323293c46eca4a178f8aa7caeef663e,,04/15/2020 12:40:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",04/15/2020 12:45:00 PM,UNABLE TO DETERMINE,IMPROPER LANE USAGE,10500,S,YATES AVE,434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,12,4,4,41.7044853013,-87.5646081201,POINT (-87.564608120144 41.704485301256)
cb11a21efc30b9db68b70092aab6b2563153981a25364811e4abf31eeb91770e29501a79b0b8d0bd7e786dbe3885a62b43ad8d51d75c1ee302b2548ef2ac029a,N,04/04/2020 05:28:00 PM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",04/04/2020 05:30:00 PM,DISREGARDING ROAD MARKINGS,NOT APPLICABLE,1098,E,111TH ST,513,,,,,,,2,NONINCAPACITATING INJURY,3,0,0,3,0,0,1,17,7,4,41.6923007402,-87.5976823214,POINT (-87.597682321382 41.692300740223)
225608d89028024211b70015e926d861403b3c25eca72e395e1ac66db4e1ecf5be336f0997a09ba1ea989bcde2ed5d5cc9f04a2082d9aeaf17d6e499afef267f,,03/14/2020 11:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/14/2020 11:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,100,E,HURON ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,4,23,7,3,41.8950340785,-87.6254043391,POINT (-87.625404339124 41.895034078528)
f5fdc01b1c9162cf62d10080d932cf0cf28aeca3cce815f8f0bdc484db700f7e4850e8f7444618434e01872b44aac894090e8e859d12ee8be1e3d2fad03281da,,03/14/2020 01:21:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",03/14/2020 01:40:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1934,S,STATE ST,131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,13,7,3,41.855555054,-87.6272954993,POINT (-87.627295499348 41.855555053988)
efa2ff7b8d2f9f1ea9c8c97ef07b700d5251f4eb1ca8279bdbe8204d77b86257bc4e0b61205882e9e01eca6ddfcff486436e061cd91027f2aceeddae01a005d0,,03/10/2020 01:20:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/10/2020 02:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5200,S,WESTERN AVE,923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,13,3,3,41.7992405961,-87.6843218802,POINT (-87.68432188021 41.799240596148)
88b700449174ccb868575753d2f1fb99ca4586cbd342592a44386b1b1970b4bb1c2d564bf290f69a0dc7fc7e982eb7d0179c03e7c3b35219017e1a916c7f7c38,,03/07/2020 07:45:00 PM,30,FLASHING CONTROL SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",03/07/2020 07:51:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,100,S,ASHLAND AVE,1224,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,19,7,3,41.8801009025,-87.6669018188,POINT (-87.666901818788 41.880100902477)
6f11ffd0217cf3e1c7c968e86ac543a400478897cf0110bd978f5fb832fa407d7868541c1564b074f904b700dfce38784707e25da32b0e87fdf73cdbc63b24ec,,03/06/2020 02:45:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/06/2020 03:20:00 PM,NOT APPLICABLE,NOT APPLICABLE,4750,N,LINCOLN AVE,1911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,14,6,3,41.9678545874,-87.6882379498,POINT (-87.688237949792 41.967854587446)
381594662b5abb380b0673b700a3769677b552cb1d771e6f7c9dd9b0251ac2309c8b92814082d83f51f9b0c53fec6fda3e6881f04099a47d79696a51942f1f92,,03/06/2020 01:18:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",03/06/2020 01:35:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,12300,W,IRVING PARK RD,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,13,6,3,41.958986951,-87.933993929,POINT (-87.933993928974 41.958986950953)
74d408fc497be739d2447dae7643f21c86a842bc0f07e7e9cecf51de354a89b568608fbde2a202eb700235244b57b2ef01693cdd38f0df8be5968bf08fd799ba,,03/03/2020 11:18:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/03/2020 11:23:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5625,N,RIDGE AVE,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,11,3,3,41.9842587536,-87.6608697191,POINT (-87.660869719061 41.98425875359)
a09df6e24eb771026d065bd1e958be417e8332db120c7b3220ed2008464b9769e7ce8abcf77e8e074f5b87517eb70070f82e9cf97dfb506ddc92a7478cad8938,,03/02/2020 04:58:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",03/02/2020 05:20:00 PM,NOT APPLICABLE,NOT APPLICABLE,9500,S,STONY ISLAND AVE,511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,16,2,3,41.722257273,-87.5852755651,POINT (-87.585275565077 41.722257273006)
bb70084de202a37979d08f9936169f69b8e04f6e5168d57e3d4be39cd1939c6dd6b278138bb040665ee732114b49a54575e6711aa4747833c2a810c227fb3ba7,,02/29/2020 04:56:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,N,"OVER $1,500",02/29/2020 04:56:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,3411,W,POLK ST,1133,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,0,2,4,7,2,41.8707901262,-87.7111878602,POINT (-87.71118786025 41.870790126201)
17d29f7733aaa6dc01e25b7001499e05bd5340086d8b322feb18bd7e8d6e55991290c12c4adc0cbe43b2b9c6b14f69653f2c6e870345f63116ac465abf08fef4,,02/28/2020 05:47:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/28/2020 05:48:00 PM,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),PHYSICAL CONDITION OF DRIVER,7250,S,DAMEN AVE,735,,,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,17,6,2,41.7614785994,-87.6735934817,POINT (-87.67359348175 41.76147859942)
1b568ba9a61e2c10c99c6a611e5448cf8ab13503511a2757f5f55622cc6765d3d53f957204a867cbd937dcce83b700f60b33f377643d83639ff10ba51f9a3aae,Y,02/19/2020 08:14:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/19/2020 08:14:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,312,W,LAKE ST,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,8,4,2,41.8858469551,-87.6357918342,POINT (-87.635791834214 41.885846955073)
cf85abd16e602353d1ff95cf3f2428bb054c5db700886bf902284f5e5b1f92381cb21fd309534088a3c018e53f64f158c772555ab58bb7752defcfb85bc618df,,02/15/2020 02:43:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",02/15/2020 02:45:00 AM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2911,W,FULTON ST,1222,,,,,,,2,NONINCAPACITATING INJURY,2,0,0,2,0,0,1,2,7,2,41.8863905876,-87.6994003209,POINT (-87.6994003209 41.886390587559)
4af61aadd3e0f4209e89325ecc6b00be6ed2ee0df7979a0b2a604688b264343a1db0b700c996386a0c2dce447dd559c87a48618a732a5848be5e61bad9aa5a27,,02/10/2020 09:00:00 AM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/10/2020 09:05:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1609,W,CHICAGO AVE,1215,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,9,2,2,41.8959574375,-87.6676638635,POINT (-87.667663863498 41.895957437522)
d21a8c058a516399c14fc4ca23d0958ff384600686a81c41b83afeaa0332532aa31a1edfa25826efcc1693c03a045fdb700085b5c1c24dc1ccc1cb7761ec2b75,,02/10/2020 08:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/14/2020 06:15:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,800,N,HALSTED ST,1213,,,Y,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,2,8,2,2,41.8964740178,-87.6478949927,POINT (-87.647894992663 41.896474017804)
83a92120bc8d4696e62c5783993c86091d061c515254345ac0ea0eeec871a4ae10d0c8228c5fb70099083060e5072f91d6bed89f5b39b7ed591c1e31d82e6516,,02/08/2020 01:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",02/08/2020 01:44:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3420,S,WALLACE ST,915,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,13,7,2,41.8319227276,-87.6414064333,POINT (-87.641406433313 41.831922727572)
d800cadfe262b700d71bd6c99ae47142498f407cc59398e1b1fb963c96ffc0138640f3bf57bd41fb5e8b221e95284dfc9b07407fe2fe83992bfa3cf30392fa1d,,02/07/2020 12:25:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/07/2020 01:50:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,2121,S,PRAIRIE AVE,132,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,12,6,2,41.853650885,-87.6205335811,POINT (-87.620533581142 41.853650885041)
28c9dadfc8e99b4035ab700a89fa392bb94a316ca4fd37573b45c8169e958431ec1b47f397af788c5437c9a229dd53cd610f5f7c2f7e3174e536b73fdda3711d,,02/06/2020 09:40:00 AM,30,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",02/06/2020 02:35:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,6200,W,BELMONT AVE,1633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,4,9,5,2,41.9384934798,-87.7811968274,POINT (-87.781196827424 41.93849347975)
3a6275b13b13d0866e346562d10512b2d33e58eac9d05a300cd784c3542bb3937bdd5d4b776190ffcccc72929c2550b70079a2cc44373b3f47ce897b26f9c155,,02/06/2020 08:00:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",02/06/2020 06:45:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,7200,W,ROSCOE ST,1631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,4,8,5,2,41.9416555083,-87.8069376308,POINT (-87.806937630814 41.94165550825)
